wdid,structureName,associatedAkas,ciuCode,structureType,waterSource,gnisId,streamMile,porStart,porEnd,division,waterDistrict,subdistrict,county,latdecdeg,longdecdeg,modified,,,,,,DITCH
3600610,EMMA SPERRY DITCH,,A,DITCH,BRUSH CREEK,175640,0.4,1965-06-01T00:00:00.0000000,2010-09-02T00:00:00.0000000,5,36,,SUMMIT,39.816281,-106.203807,1992-09-01T00:00:00.0000000,,,,,,
3600611,EMMET BRUSH CREEK NO 1 DITCH,,A,DITCH,BRUSH CREEK,175640,1.48,1972-06-16T00:00:00.0000000,2020-08-24T00:00:00.0000000,5,36,,SUMMIT,39.805523,-106.214262,2015-03-23T09:56:46.6130000,,,,,,
3600612,EMMETS BRUSH CREEK NO 1 ENLARGEMENT DITCH,,A,DITCH,BRUSH CREEK,175640,3.78,1967-05-15T00:00:00.0000000,2020-07-14T00:00:00.0000000,5,36,,SUMMIT,39.788726,-106.236693,2020-05-24T15:30:30.8370000,,,,,,
3600613,EMMET BRUSH CREEK NO 2 DITCH,,A,DITCH,BRUSH CREEK,175640,1.29,1972-06-20T00:00:00.0000000,2009-08-05T00:00:00.0000000,5,36,,SUMMIT,39.806226,-106.21077,2015-03-23T09:58:22.6200000,,,,,,
3600614,ENGLE DITCH,,A,DITCH,BEAVER CREEK,196487,2.02,1970-08-03T00:00:00.0000000,1976-10-13T00:00:00.0000000,5,36,,GRAND,39.964889,-106.406744,2019-05-09T17:13:33.0700000,,,,,,
3600615,EXCELSIOR PIPELINE,,H,PIPELINE,NORTH TENMILE CREEK,176189,0,1975-07-22T00:00:00.0000000,1990-08-14T00:00:00.0000000,5,36,,SUMMIT,39.57854,-105.900947,2015-03-23T10:15:48.3570000,,,,,,
3600616,EXTENSION DITCH,,H,DITCH,SWAN RIVER,176199,1.72,1975-08-28T00:00:00.0000000,1989-10-06T00:00:00.0000000,5,36,,SUMMIT,39.516465,-106.023933,2015-03-23T10:16:05.0970000,,,,,,
3600617,FAMINE CREEK DITCH,"EVERIST / PEAK MATERIALS, MARYLAND CREEK RANCH",A,DITCH,MARYLAND CREEK,175944,1.29,1966-05-25T00:00:00.0000000,2020-10-31T00:00:00.0000000,5,36,,SUMMIT,39.687635,-106.120556,1992-03-31T00:00:00.0000000,,,,,,
3600618,FISH DITCH,,A,DITCH,FISH CREEK,360001,0.01,1965-06-01T00:00:00.0000000,2017-10-11T00:00:00.0000000,5,36,,SUMMIT,39.71886,-106.104891,1992-10-27T00:00:00.0000000,,,,,,
3600619,FLEBBE DITCH,,H,DITCH,BLUE RIVER,173194,17.13,1975-07-15T00:00:00.0000000,1980-10-06T00:00:00.0000000,5,36,,SUMMIT,39.893906,-106.305469,2016-02-25T15:40:09.9730000,,,,,,
3600620,FLORENCE DITCH,,H,DITCH,BLUE RIVER,173194,41.72,1977-07-12T00:00:00.0000000,1989-10-10T00:00:00.0000000,5,36,,SUMMIT,39.658149,-106.065953,2015-03-23T10:26:39.8730000,,,,,,
3600621,FOLEY DITCH,,H,DITCH,STRAIGHT CREEK,175967,0.11,1964-06-01T00:00:00.0000000,1985-10-28T00:00:00.0000000,5,36,,SUMMIT,39.629392,-106.070307,2015-03-23T10:27:01.7970000,,,,,,
3600622,FOOTE WHITE EARLY DITCH,,H,DITCH,SWAN RIVER,176199,6.6,1975-08-28T00:00:00.0000000,1989-10-06T00:00:00.0000000,5,36,,SUMMIT,39.51164,-105.94472,2015-03-23T10:27:23.2000000,,,,,,
3600623,FORSLUND DITCH,,A,DITCH,PASS CREEK,175680,1.78,1967-06-01T00:00:00.0000000,2007-07-30T00:00:00.0000000,5,36,,SUMMIT,39.800494,-106.131567,2007-02-14T15:30:00.0000000,,,,,,
3600624,FORSLUND HIGHLINE DITCH,,H,DITCH,PASS CREEK,175680,2.25,1975-06-24T00:00:00.0000000,1985-10-01T00:00:00.0000000,5,36,,SUMMIT,39.811408,-106.129316,2018-03-15T15:38:49.9500000,,,,,,
3600625,FREMONT NO 1 DITCH (S FK),,A,DITCH,TENMILE CREEK,176191,18.46,1975-07-31T00:00:00.0000000,1976-09-24T00:00:00.0000000,5,36,,SUMMIT,39.389982,-106.180749,2016-05-09T12:14:59.1430000,,,,,,
3600626,FREMONT NO 2 DITCH,,H,DITCH,TENMILE CREEK,176191,18.46,1975-07-31T00:00:00.0000000,1976-09-24T00:00:00.0000000,5,36,,SUMMIT,39.376837,-106.198288,2015-03-23T10:41:05.0500000,,,,,,
3600627,FRENCH CREEK FEEDER,,H,DITCH,FRENCH CREEK,183142,,1975-09-02T00:00:00.0000000,1985-06-18T00:00:00.0000000,5,36,,SUMMIT,,,2015-03-23T10:50:55.8700000,,,,,,
3600628,FRISCO TOWN DITCH,,H,DITCH,TENMILE CREEK,176191,4.39,1965-01-01T00:00:00.0000000,1977-10-31T00:00:00.0000000,5,36,,SUMMIT,39.575121,-106.103375,1997-05-07T00:00:00.0000000,,,,,,
3600629,FRISCO TOWN DITCH (NEW),"MUNICIPAL TREATMENT PLANT - NORTH TENMILE, TOWN OF FRISCO",A,PIPELINE,NORTH TENMILE CREEK,176189,0.63,1975-06-01T00:00:00.0000000,2019-10-31T00:00:00.0000000,5,36,,SUMMIT,39.576401,-106.121965,1992-11-04T00:00:00.0000000,,,,,,
3600630,FRY DITCH,,H,DITCH,STRAIGHT CREEK,175967,0.59,1976-08-23T00:00:00.0000000,1985-10-28T00:00:00.0000000,5,36,,SUMMIT,39.633017,-106.060801,1987-05-05T00:00:00.0000000,,,,,,
3600631,F W S DITCH,FW SPERRY,A,DITCH,BRUSH CREEK,175640,0.93,1968-06-10T00:00:00.0000000,2020-07-16T00:00:00.0000000,5,36,,SUMMIT,39.808897,-106.205186,2011-12-02T13:31:20.0000000,,,,,,
3600632,GALENA DITCH,,H,DITCH,SWAN RIVER,176199,6.78,1975-08-28T00:00:00.0000000,1989-10-06T00:00:00.0000000,5,36,,SUMMIT,39.508128,-105.940131,2015-03-23T11:07:45.6330000,,,,,,
3600633,GARDEN DITCH,,A,DITCH,BLACK CREEK,175665,1.93,1975-09-24T00:00:00.0000000,2020-09-01T00:00:00.0000000,5,36,,SUMMIT,39.832219,-106.254044,1992-11-30T00:00:00.0000000,,,,,,
3600634,GIBERSON DITCH,,A,DITCH,MINERS CREEK,176232,1.03,1975-06-01T00:00:00.0000000,1981-08-20T00:00:00.0000000,5,36,,SUMMIT,39.566734,-106.086756,2017-02-23T10:54:58.8470000,,,,,,
3600635,GIBERSON DITCH,GIBERSON HIGHLINE DITCH,H,DITCH,MEADOW CREEK,176190,,1975-07-22T00:00:00.0000000,1983-10-15T00:00:00.0000000,5,36,,SUMMIT,,,1989-10-12T00:00:00.0000000,,,,,,
3600636,GIBERSON MEADOW CR DITCH,,H,DITCH,MEADOW CREEK,176190,0.46,1975-07-22T00:00:00.0000000,1978-06-23T00:00:00.0000000,5,36,,SUMMIT,39.589522,-106.084078,1997-05-28T00:00:00.0000000,,,,,,
3600637,GILBERT DITCH,,A,DITCH,GILBERT CREEK,360003,0.24,1963-06-01T00:00:00.0000000,2020-09-18T00:00:00.0000000,5,36,,SUMMIT,39.713112,-106.108672,1992-10-27T00:00:00.0000000,,,,,,
3600638,GOLD PAN DITCH,,H,DITCH,BLUE RIVER,173194,62.85,1975-09-02T00:00:00.0000000,1989-10-24T00:00:00.0000000,5,36,,SUMMIT,39.407225,-106.053961,2015-03-23T11:19:39.5400000,,,,,,
3600639,GOLD RUN DITCH,,H,DITCH,BLUE RIVER,173194,60.3,1975-09-02T00:00:00.0000000,1989-10-24T00:00:00.0000000,5,36,,SUMMIT,39.435889,-106.041888,2015-03-23T11:20:18.4330000,,,,,,
3600640,GOULD DITCH,GOULD DITCH HEADGATE NO 1,A,DITCH,QUAKING ASP CREEK,175973,1.2,1966-06-15T00:00:00.0000000,2020-08-27T00:00:00.0000000,5,36,,SUMMIT,39.734555,-106.113357,1997-05-21T00:00:00.0000000,,,,,,
3600641,GRAFF DITCH,"SILVERTHORNE AUG PLAN, SILVERTHORNE WELLS - AP",A,DITCH,WILLOW CREEK,175976,1.25,1963-06-01T00:00:00.0000000,1991-05-31T00:00:00.0000000,5,36,,SUMMIT,39.651279,-106.09893,2016-05-09T12:01:07.9630000,,,,,,
3600642,GREEN MOUNTAIN CANAL,"DONLON, PASS CREEK RANCH",A,DITCH,BLUE RIVER,173194,30.25,1964-06-01T00:00:00.0000000,2020-10-31T00:00:00.0000000,5,36,,SUMMIT,39.777168,-106.158847,2018-05-22T20:33:00.6630000,,,,,,
3600643,GRIGGS DITCH,,A,DITCH,BEAVER CREEK,196487,1.25,1967-05-20T00:00:00.0000000,2020-06-18T00:00:00.0000000,5,36,,GRAND,39.988431,-106.392528,1987-09-24T00:00:00.0000000,,,,,,
3600644,GUTHRIE BROS DITCH,,A,DITCH,CATARACT CREEK,175614,1.35,1966-05-20T00:00:00.0000000,2020-10-07T00:00:00.0000000,5,36,,SUMMIT,39.851592,-106.290809,1987-09-24T00:00:00.0000000,,,,,,
3600645,GUTHRIE THOMAS DITCH,,A,DITCH,ELLIOTT CREEK,175623,3.5,1967-05-20T00:00:00.0000000,2020-09-24T00:00:00.0000000,5,36,,SUMMIT,39.83886,-106.350303,1997-05-28T00:00:00.0000000,,,,,,
3600646,GUYSELMAN DITCH,,A,DITCH,CATARACT CREEK,175614,2.85,1966-05-20T00:00:00.0000000,2020-10-07T00:00:00.0000000,5,36,,SUMMIT,39.837185,-106.306982,1992-09-01T00:00:00.0000000,,,,,,
3600647,GUYSELMAN NO 2 DITCH,,A,DITCH,CATARACT CREEK,175614,2.52,1966-05-25T00:00:00.0000000,2020-10-07T00:00:00.0000000,5,36,,SUMMIT,39.839716,-106.30218,1992-09-01T00:00:00.0000000,,,,,,
3600648,HALLDORSON PL,,H,PIPELINE,BLUE RIVER,173194,17.42,1970-01-01T00:00:00.0000000,1992-10-31T00:00:00.0000000,5,36,,SUMMIT,39.872273,-106.305724,1999-03-22T00:00:00.0000000,,,,,,
3600649,HAMILTON DAVIDSON DITCH,,A,DITCH,SLATE CREEK,175941,1.56,1964-06-01T00:00:00.0000000,2020-10-31T00:00:00.0000000,5,36,,SUMMIT,39.772571,-106.178713,2006-02-15T15:03:00.0000000,,,,,,
3600650,HEENEY PIPELINE,,H,PIPELINE,BLUE RIVER,173194,9.63,1975-07-15T00:00:00.0000000,1992-10-31T00:00:00.0000000,5,36,,GRAND,39.94482,-106.357548,2014-03-26T09:53:26.3030000,,,,,,
3600651,HEIL NO 1 DITCH,,A,DITCH,SAWMILL CREEK,179632,0,1968-05-20T00:00:00.0000000,2020-06-12T00:00:00.0000000,5,36,,GRAND,39.985432,-106.444703,1987-09-24T00:00:00.0000000,,,,,,
3600652,HEIL NO 2 DITCH,,A,DITCH,BEAVER CREEK,196487,3.83,1968-05-29T00:00:00.0000000,2020-06-06T00:00:00.0000000,5,36,,GRAND,39.981955,-106.436689,1987-09-24T00:00:00.0000000,,,,,,
3600653,HEIL NO 3 DITCH,,A,DITCH,BEAVER CREEK,196487,3.84,1968-05-29T00:00:00.0000000,2020-06-05T00:00:00.0000000,5,36,,GRAND,39.980807,-106.437005,1987-09-24T00:00:00.0000000,,,,,,
3600654,HERBERT DITCH,,A,DITCH,SLATE CREEK,175941,1.01,1964-06-01T00:00:00.0000000,2020-09-23T00:00:00.0000000,5,36,,SUMMIT,39.779583,-106.17763,1992-09-01T00:00:00.0000000,,,,,,
3600655,HERBERT NO 2 DITCH,,A,DITCH,SLATE CREEK,175941,0.8,1975-09-12T00:00:00.0000000,2007-06-15T00:00:00.0000000,5,36,,SUMMIT,39.779738,-106.173043,1992-10-27T00:00:00.0000000,,,,,,
3600656,HIGH DITCH (SPRUCE CR),,A,DITCH,SPRUCE CREEK,175604,3.68,1975-09-05T00:00:00.0000000,1980-07-16T00:00:00.0000000,5,36,,SUMMIT,39.92135,-106.411692,2010-03-24T08:36:44.0000000,,,,,,
3600657,HIGHLAND PIPELINE,,H,PIPELINE,SNAKE RIVER,176197,15.11,1975-08-25T00:00:00.0000000,1989-10-10T00:00:00.0000000,5,36,,SUMMIT,39.550693,-105.859781,2014-03-26T09:54:10.4370000,,,,,,
3600658,HIGHLINE DITCH,"EAGLES NEST, RAVEN GOLF COURSE",A,DITCH,WILLOW CREEK,175976,1.25,1963-06-01T00:00:00.0000000,2020-10-08T00:00:00.0000000,5,36,,SUMMIT,39.652806,-106.104165,1997-05-20T00:00:00.0000000,,,,,,
3600659,HIGHLINE DITCH (SLATE CREEK),HIGHLINE DITCH SLATE CREEK,A,DITCH,SLATE CREEK,175941,1.36,1964-06-01T00:00:00.0000000,2020-09-23T00:00:00.0000000,5,36,,SUMMIT,39.775171,-106.180018,2020-03-09T10:17:07.5830000,,,,,,
3600660,HIGH MILLER DITCH,,A,DITCH,BLUE RIVER,173194,28.69,1963-06-01T00:00:00.0000000,2021-03-05T00:00:00.0000000,5,36,,SUMMIT,39.795954,-106.163356,1997-05-28T00:00:00.0000000,,,,,,
3600661,HILL DITCH,,H,DITCH,BLUE RIVER,173194,45.27,1975-05-20T00:00:00.0000000,1977-08-31T00:00:00.0000000,5,36,,SUMMIT,39.618535,-106.055849,2015-03-23T15:24:17.9270000,,,,,,
3600662,HOAGLAND CANAL (ELLIOT),HGT 1,A,DITCH,ELLIOTT CREEK,175623,2.05,1966-05-20T00:00:00.0000000,2020-09-24T00:00:00.0000000,5,36,,SUMMIT,39.857663,-106.346416,2008-07-23T10:35:07.5770000,,,,,,
3600663,HOBBS DITCH,,H,DITCH,TENMILE CREEK,176191,2.96,1975-07-22T00:00:00.0000000,1985-06-13T00:00:00.0000000,5,36,,SUMMIT,39.582267,-106.079351,2015-03-23T15:27:07.5530000,,,,,,
3600664,HOBBS NO 2 DITCH,,H,DITCH,MEADOW CREEK,176190,0.14,1975-07-22T00:00:00.0000000,1980-10-17T00:00:00.0000000,5,36,,SUMMIT,39.593132,-106.074676,1987-05-05T00:00:00.0000000,,,,,,
3600665,HOMESTEAD DITCH,VIDLER AP,A,DITCH,MINERS CREEK,176232,1.1,1966-06-01T00:00:00.0000000,1990-08-14T00:00:00.0000000,5,36,,SUMMIT,39.566525,-106.097463,2016-02-28T13:06:05.9000000,,,,,,
3600666,CONTER DITCH,,A,DITCH,BIG GULCH,175678,2.83,,,5,36,,SUMMIT,39.800424,-106.124861,2013-03-18T11:55:14.2300000,,,,,,
3600667,HUTER MEADOW CREEK DITCH,,H,DITCH,NORTH TENMILE CREEK,176189,0.11,1975-07-22T00:00:00.0000000,1987-10-14T00:00:00.0000000,5,36,,SUMMIT,39.575019,-106.112742,2015-03-23T15:31:37.3570000,,,,,,
3600668,I DAVIS DITCH,GUTHRIE THOMAS,H,DITCH,ELLIOTT CREEK,175623,1.45,1976-07-21T00:00:00.0000000,1976-07-21T00:00:00.0000000,5,36,,SUMMIT,39.828801,-106.127438,1987-05-05T00:00:00.0000000,,,,,,
3600669,ILLINOIS GULCH,,H,DITCH,ILLINOIS CREEK,179645,,1975-09-02T00:00:00.0000000,1989-10-06T00:00:00.0000000,5,36,,SUMMIT,,,2015-03-23T15:32:38.2430000,,,,,,
3600670,INDEPENDENT DITCH,,A,DITCH,BOULDER CREEK,175929,0.75,1965-07-10T00:00:00.0000000,2010-07-29T00:00:00.0000000,5,36,,SUMMIT,39.738134,-106.146535,1992-03-31T00:00:00.0000000,,,,,,
3600671,INDEPENDENT BLUE DITCH,,A,DITCH,BLUE RIVER,173194,33.99,1963-06-01T00:00:00.0000000,2020-10-28T00:00:00.0000000,5,36,,SUMMIT,39.736587,-106.13338,2008-04-09T08:33:03.3830000,,,,,,
3600672,INDIANA DITCH,,H,DITCH,INDIANA CREEK,179666,,1975-09-02T00:00:00.0000000,1989-10-06T00:00:00.0000000,5,36,,SUMMIT,,,2015-03-23T18:07:22.5500000,,,,,,
3600673,INDIANA CREEK FEEDER,,H,DITCH,INDIANA CREEK,179666,0.19,1975-09-02T00:00:00.0000000,1989-10-06T00:00:00.0000000,5,36,,SUMMIT,39.443134,-106.042199,2015-03-23T18:07:39.9430000,,,,,,
3600674,INDIANA CREEK GOLD PAN,,H,MINE,INDIANA CREEK,179666,,1975-09-02T00:00:00.0000000,1989-10-06T00:00:00.0000000,5,36,,SUMMIT,,,2015-03-23T18:08:06.6470000,,,,,,
3600675,INTAKE DITCH,,A,DITCH,BEAVER CREEK,196487,6.1,1969-05-20T00:00:00.0000000,2020-06-10T00:00:00.0000000,5,36,,GRAND,39.9646,-106.431841,1987-09-24T00:00:00.0000000,,,,,,
3600676,IVAN DITCH,,H,DITCH,SNAKE RIVER,176197,2.69,1976-07-01T00:00:00.0000000,1984-06-26T00:00:00.0000000,5,36,,SUMMIT,39.607507,-106.009073,1987-05-05T00:00:00.0000000,,,,,,
3600677,JEFF DAVIS DITCH,,H,DITCH,FRENCH GULCH,179681,4.86,1975-09-02T00:00:00.0000000,1989-10-06T00:00:00.0000000,5,36,,SUMMIT,39.483952,-105.962197,2015-03-23T18:08:28.9000000,,,,,,
3600678,J F R DITCH,"JAMES FRANKLIN RUTH DITCH, PEBBLE CR RANCH",A,DITCH,PEBBLE CREEK,175964,1.71,1970-09-03T00:00:00.0000000,2020-10-31T00:00:00.0000000,5,36,,SUMMIT,39.722267,-106.163761,2008-07-23T09:45:36.7000000,,,,,,
3600679,J G F DITCH,,H,DITCH,SODA CREEK,176198,1.84,1975-09-23T00:00:00.0000000,1981-09-04T00:00:00.0000000,5,36,,SUMMIT,39.582974,-105.995905,2016-06-20T11:33:21.3300000,,,,,,
3600680,J G F HIGHLINE DITCH,,A,DITCH,SODA CREEK,176198,1.79,1965-06-01T00:00:00.0000000,1981-09-04T00:00:00.0000000,5,36,,SUMMIT,39.583109,-105.996967,2016-06-20T11:16:47.2130000,,,,,,
3600681,J T K PIPELINE,,H,PIPELINE,PERU CREEK,181824,2.51,1975-08-25T00:00:00.0000000,1989-10-10T00:00:00.0000000,5,36,,SUMMIT,39.599559,-105.827614,2015-03-23T18:23:34.8000000,,,,,,
3600682,KEYSTONE P 123,KEYSTONE DITCH - ID 683,H,DITCH,KEYSTONE CREEK,182372,0.68,1964-05-15T00:00:00.0000000,1983-10-15T00:00:00.0000000,5,36,,SUMMIT,39.592978,-105.97109,2015-03-23T18:24:05.5130000,,,,,,
3600683,KEYSTONE DITCH,KEYSTONE RANCH GOLF COURSE,A,DITCH,KEYSTONE CREEK,182372,0.61,1975-06-19T00:00:00.0000000,2020-10-16T00:00:00.0000000,5,36,,SUMMIT,39.594865,-105.97276,2019-09-08T11:00:59.4700000,,,,,,
3600684,KEYSTONE DITCH E LATERAL,,H,DITCH,KEYSTONE CREEK,182372,,1971-09-21T00:00:00.0000000,1984-10-31T00:00:00.0000000,5,36,,SUMMIT,,,1999-03-22T00:00:00.0000000,,,,,,
3600685,KIMBERLEY WIFLEY PL,,H,PIPELINE,TENMILE CREEK,176191,18.32,1975-07-31T00:00:00.0000000,1985-06-13T00:00:00.0000000,5,36,,SUMMIT,39.429625,-106.203061,2015-03-23T18:30:48.9130000,,,,,,
3600686,KING SOLOMON PIPELINE,,H,PIPELINE,TENMILE CREEK,176191,7.01,1975-07-31T00:00:00.0000000,1985-06-13T00:00:00.0000000,5,36,,SUMMIT,39.55648,-106.138144,2015-03-23T18:31:27.5930000,,,,,,
3600687,KIRKWOOD DITCH,,A,DITCH,SLATE CREEK,175941,1.89,1965-06-01T00:00:00.0000000,2019-07-14T00:00:00.0000000,5,36,,SUMMIT,39.768842,-106.181311,1992-03-31T00:00:00.0000000,,,,,,
3600688,KLACK GULCH DITCH,,H,DITCH,ILLINOIS CREEK,179645,,1975-09-02T00:00:00.0000000,1989-10-06T00:00:00.0000000,5,36,,SUMMIT,,,2015-03-23T18:32:38.2800000,,,,,,
3600689,KNORR NO 1 DITCH,,A,DITCH,BLACK CREEK,175665,0.4,1966-05-20T00:00:00.0000000,2020-09-01T00:00:00.0000000,5,36,,SUMMIT,39.85276,-106.254137,1993-01-20T00:00:00.0000000,,,,,,
3600690,KUMNIG DITCH,,H,DITCH,CATARACT CREEK,175614,2.92,1966-05-25T00:00:00.0000000,1988-09-01T00:00:00.0000000,5,36,,SUMMIT,39.829325,-106.305778,2015-03-23T18:36:16.5930000,,,,,,
3600691,KUMNIG NO 1 DITCH,,A,DITCH,OTTER CREEK,175615,2.82,1967-06-01T00:00:00.0000000,2019-07-20T00:00:00.0000000,5,36,,SUMMIT,39.826362,-106.279656,2008-02-08T13:51:42.8130000,,,,,,
3600692,KUMNIG NO 2 DITCH,,H,DITCH,OTTER CREEK,175615,2.6,1967-06-01T00:00:00.0000000,1978-07-06T00:00:00.0000000,5,36,,SUMMIT,39.829642,-106.278046,1987-09-24T00:00:00.0000000,,,,,,
3600693,KUMNIG NO 3 DITCH,,H,DITCH,OTTER CREEK,175615,2.4,1967-06-01T00:00:00.0000000,1980-07-22T00:00:00.0000000,5,36,,SUMMIT,39.832114,-106.277691,2014-03-26T10:29:48.7300000,,,,,,
3600694,KUMNIG NO 9 DITCH,,H,DITCH,OTTER CREEK,175615,2.62,1975-09-24T00:00:00.0000000,1978-07-06T00:00:00.0000000,5,36,,SUMMIT,39.828493,-106.272952,1987-09-24T00:00:00.0000000,,,,,,
3600695,KUMNIG NO 10 DITCH,,H,DITCH,OTTER CREEK,175615,2.11,1967-06-01T00:00:00.0000000,1983-05-18T00:00:00.0000000,5,36,,SUMMIT,39.832118,-106.27299,2014-03-26T10:30:19.2930000,,,,,,
3600696,KUMNIG KNORR DITCH,,A,DITCH,BLACK CREEK,175665,0.81,1966-05-25T00:00:00.0000000,2020-10-07T00:00:00.0000000,5,36,,SUMMIT,39.846911,-106.255094,1997-05-28T00:00:00.0000000,,,,,,
3600697,LAWSON DITCH,,A,DITCH,HARSHA GULCH,175607,1.94,1970-09-08T00:00:00.0000000,2020-05-10T00:00:00.0000000,5,36,,GRAND,39.968353,-106.328516,1990-07-18T00:00:00.0000000,,,,,,
3600698,LEAL MINE PIPELINE,,H,PIPELINE,TENMILE CREEK,176191,18.46,1976-09-24T00:00:00.0000000,1976-09-24T00:00:00.0000000,5,36,,SUMMIT,39.369331,-106.165058,1987-05-05T00:00:00.0000000,,,,,,
3600699,LEE BROTHERS BEAVER CREEK DITCH NO 1,,A,DITCH,ELLIOTT CREEK,175623,1.79,1967-06-05T00:00:00.0000000,2020-10-08T00:00:00.0000000,5,36,,SUMMIT,39.860664,-106.34478,2015-03-23T18:59:41.1230000,,,,,,
3600700,LENA DITCH,,H,DITCH,BLUE RIVER,173194,41.72,1965-07-01T00:00:00.0000000,1989-10-10T00:00:00.0000000,5,36,,SUMMIT,39.654562,-106.075339,2014-03-26T10:33:51.2900000,,,,,,
3600701,LENAWEE PIPELINE,,H,PIPELINE,SNAKE RIVER,176197,11.64,1975-08-25T00:00:00.0000000,1989-10-10T00:00:00.0000000,5,36,,SUMMIT,39.596139,-105.860394,2014-03-26T10:34:25.2770000,,,,,,
3600702,LILLIAN DITCH,,A,DITCH,BLACK CREEK,175665,1.37,1966-05-20T00:00:00.0000000,2020-09-01T00:00:00.0000000,5,36,,SUMMIT,39.839601,-106.254622,1993-01-20T00:00:00.0000000,,,,,,
3600703,LIND RILEY DITCH,,H,DITCH,STRAIGHT CREEK,175967,2.26,1976-08-23T00:00:00.0000000,1985-10-28T00:00:00.0000000,5,36,,SUMMIT,39.640316,-106.032296,1987-05-05T00:00:00.0000000,,,,,,
3600704,LINDSTROM DITCH,,A,DITCH,PASS CREEK,175680,0.37,1966-05-20T00:00:00.0000000,1985-10-01T00:00:00.0000000,5,36,,SUMMIT,39.801404,-106.156205,2019-05-09T17:16:46.9200000,,,,,,
3600705,LINDSTROM NO 1 DITCH,,A,DITCH,BLUE RIVER,173194,29.59,1964-05-25T00:00:00.0000000,2020-08-24T00:00:00.0000000,5,36,,SUMMIT,39.785072,-106.161386,1987-09-24T00:00:00.0000000,,,,,,
3600706,LINDSTROM NO 2 DITCH,,A,DITCH,PASS CREEK,175680,0.36,1966-05-20T00:00:00.0000000,2019-09-16T00:00:00.0000000,5,36,,SUMMIT,39.801267,-106.156402,1992-09-02T00:00:00.0000000,,,,,,
3600707,LITTLE FRENCH HIGHLINE D,,H,DITCH,FRENCH GULCH,179681,6.11,1975-09-02T00:00:00.0000000,1989-10-06T00:00:00.0000000,5,36,,SUMMIT,39.472208,-105.948071,2014-03-26T10:41:01.5130000,,,,,,
3600708,LITTLE GOLD RUN DITCH,,H,DITCH,SWAN RIVER,176199,1.72,1975-08-28T00:00:00.0000000,1989-10-06T00:00:00.0000000,5,36,,SUMMIT,39.516465,-106.023933,2014-03-26T10:41:32.8330000,,,,,,
3600709,LOBACK DITCH,,A,DITCH,BLUE RIVER,173194,3.57,1965-05-25T00:00:00.0000000,2020-10-31T00:00:00.0000000,5,36,,GRAND,40.012809,-106.383603,1994-01-31T00:00:00.0000000,,,,,,
3600710,LOFGREN DITCH,,H,DITCH,BLUE RIVER,173194,16.23,1970-07-13T00:00:00.0000000,1978-07-06T00:00:00.0000000,5,36,,SUMMIT,39.872265,-106.319808,2014-03-26T10:42:09.9130000,,,,,,
3600711,LOFGREN PIPELINE,,A,PIPELINE,BLUE RIVER,173194,16.18,1967-01-01T00:00:00.0000000,1995-07-01T00:00:00.0000000,5,36,,SUMMIT,39.870658,-106.321847,1990-07-18T00:00:00.0000000,,,,,,
3600712,LOST LAKE DITCH,,H,DITCH,BRUSH CREEK,175640,2.76,1965-06-01T00:00:00.0000000,2010-09-02T00:00:00.0000000,5,36,,SUMMIT,39.798272,-106.23454,2015-03-24T10:04:30.0730000,,,,,,
3600713,LOT 5 DITCH,MOSER PUMP NO 1,H,DITCH,BLUE RIVER,173194,30.75,1970-06-16T00:00:00.0000000,2007-07-16T00:00:00.0000000,5,36,,SUMMIT,39.766039,-106.159992,2015-03-24T10:09:26.5600000,,,,,,
3600714,LOWLINE NO 1 DITCH,TRENT PARK,A,DITCH,WILLOW CREEK,175976,0.42,1963-06-01T00:00:00.0000000,2020-10-01T00:00:00.0000000,5,36,,SUMMIT,39.650091,-106.083398,1992-03-31T00:00:00.0000000,,,,,,
3600715,LOWLINE NO 2 DITCH HGT 2,RAVEN GOLF COURSE,A,DITCH,WILLOW CREEK,175976,0.07,1963-10-31T00:00:00.0000000,2020-10-31T00:00:00.0000000,5,36,,SUMMIT,39.650785,-106.077523,2015-03-24T10:55:55.6700000,,,,,,
3600716,LUND DITCH,,H,DITCH,SLATE CREEK,175941,4.42,1975-09-12T00:00:00.0000000,1981-10-01T00:00:00.0000000,5,36,,SUMMIT,39.749961,-106.20724,2014-03-26T10:45:15.8330000,,,,,,
3600717,LUND BLUE RIVER DITCH,,A,DITCH,BLUE RIVER,173194,39.8,1964-05-10T00:00:00.0000000,2020-09-30T00:00:00.0000000,5,36,,SUMMIT,39.675889,-106.093747,1992-10-27T00:00:00.0000000,,,,,,
3600718,LUSHER DITCH,,A,DITCH,NORTH TENMILE CREEK,176189,0.53,1965-06-10T00:00:00.0000000,1981-08-20T00:00:00.0000000,5,36,,SUMMIT,39.576356,-106.120101,2014-03-26T10:54:07.4430000,,,,,,
3600719,MARCOTT DITCH,"NEW COMMON POINT OF DIVERSION, WESTLAKE DITCH",H,DITCH,CATARACT CREEK,175614,1.22,1976-07-13T00:00:00.0000000,1976-07-13T00:00:00.0000000,5,36,,SUMMIT,39.853138,-106.289482,2016-02-24T13:42:50.2830000,,,,,,
3600720,MARSHALL NO 1 DITCH,,A,DITCH,ACORN CREEK,175965,1.52,1967-06-01T00:00:00.0000000,2020-09-09T00:00:00.0000000,5,36,,SUMMIT,39.770642,-106.122543,1992-03-31T00:00:00.0000000,,,,,,
